date,platform,marketing_channel,campaign_id,country,impressions,clicks,app_installs,conversions,marketing_spend_euro,revenue_euro
2023-11-01,ios,Channel C,1023655231,NL,0,0,2,0,0.0,0.0
2023-11-01,ios,Channel C,1023655231,US,270,73,35,5,84.71,170.21
2023-11-01,ios,Channel C,1023678230,AT,4,1,1,0,1.54,0.0
2023-11-01,ios,Channel C,1023678230,DE,151,23,13,0,24.71,0.0
2023-11-01,ios,Channel C,1023736184,NL,136,45,23,2,29.98,59.85
2023-11-01,ios,Channel C,1023835841,AT,160,85,58,8,182.83,224.24
2023-11-01,ios,Channel C,1023835841,CH,0,0,1,0,0.0,0.0
2023-11-01,ios,Channel C,1023835841,DE,1902,960,632,84,589.01,2632.65
2023-11-01,ios,Channel C,1023835841,FR,0,0,1,0,0.0,0.0
2023-11-01,ios,Channel C,1023835841,NL,0,0,1,0,0.0,0.0
2023-11-01,ios,Channel C,1023835841,US,0,0,3,0,0.0,0.0
2023-11-01,ios,Channel C,1256454484,US,181,12,4,0,15.73,0.0
2023-11-01,ios,Channel C,1293603951,US,0,0,1,0,0.0,0.0
2023-11-01,ios,Channel C,1410323193,FR,61,18,10,2,11.32,60.62
2023-11-01,ios,Channel C,1410804754,US,131,8,5,1,23.79,37.83
2023-11-01,ios,Channel C,1410949431,FR,125,18,11,0,17.52,0.0
2023-11-01,ios,Channel C,1411644825,US,25,14,3,0,17.79,0.0
2023-11-01,ios,Channel C,1412537821,AT,61,12,7,2,10.07,74.91
2023-11-01,ios,Channel C,1412537821,CH,0,0,2,0,0.0,0.0
2023-11-01,ios,Channel C,1412537821,DE,2048,476,332,33,755.75,1089.64
2023-11-01,ios,Channel C,1412537821,NL,0,0,2,0,0.0,0.0
2023-11-01,ios,Channel C,1412537821,US,0,0,1,1,0.0,49.79
2023-11-02,android,Channel A,12347578214,CH,0,0,1,0,0.0,0.0
2023-11-02,android,Channel A,12347578214,DE,0,0,1,0,0.0,0.0
2023-11-02,android,Channel A,12347578214,FR,62646,1140,484,26,744.8,632.48
2023-11-02,android,Channel A,12579890294,NL,18615,356,155,12,274.72,346.48
2023-11-02,android,Channel A,12733473590,AT,11027,173,74,4,179.94,132.95
2023-11-02,android,Channel A,12804450204,DE,4922,618,0,0,123.53,0.0
2023-11-02,android,Channel A,13570876685,CH,0,0,1,0,0.0,0.0
2023-11-02,android,Channel A,13570876685,DE,69996,1498,706,49,1512.57,1617.11
2023-11-02,android,Channel A,2049551966,DE,0,0,1,0,0.0,0.0
2023-11-02,android,Channel A,2049551966,NL,0,0,1,0,0.0,0.0
2023-11-02,android,Channel A,20676600717,CH,4535,97,46,5,157.96,181.71
2023-11-02,android,Channel B,6154573222815,AT,187,2,1,0,2.95,0.0
2023-11-02,android,Channel B,6154573222815,CH,58,0,0,0,1.36,0.0
2023-11-02,android,Channel B,6154573222815,DE,962,1,1,0,21.6,0.0
2023-11-02,android,Channel B,6318246682215,US,3540,19,10,0,46.2,0.0
2023-11-02,android,Channel B,6318397066215,US,0,0,1,0,0.0,0.0
2023-11-02,android,Channel B,6328185982015,NL,0,0,1,0,0.0,0.0
2023-11-02,android,Channel B,6349421515615,AT,30256,107,55,2,132.38,79.98
2023-11-02,android,Channel B,6349421515615,CH,6837,27,13,0,54.39,0.0
2023-11-02,android,Channel B,6349421515615,DE,139348,631,287,11,881.43,345.82
2023-11-02,android,Channel B,6411365672615,US,1304,8,3,1,12.26,37.74
2023-11-02,android,Channel B,6492364605815,DE,0,0,1,0,0.0,0.0
2023-11-02,android,Channel B,6519038436815,DE,0,0,2,0,0.0,0.0
2023-11-02,android,Channel D,funnelplus,DE,0,0,0,0,6.14,0.0
2023-11-02,android,Channel E,1763164645253137,AT,14365,122,7,0,14.26,0.0
2023-11-02,android,Channel E,1763164645253137,CH,1763,21,0,0,2.68,0.0
2023-11-02,android,Channel E,1763164645253137,DE,49696,446,28,0,63.82,0.0
2023-11-02,android,Channel E,1763164645253137,FR,78,2,0,0,0.0,0.0
2023-11-02,android,Channel E,1763164645253137,IT,69,0,0,0,0.0,0.0
2023-11-02,android,Channel E,1763164645253137,NL,27,0,0,0,0.0,0.0
2023-11-02,android,Channel E,1763164645253137,US,3,175,0,0,0.0,0.0
2023-11-02,android,Channel E,1769120303953937,AT,35499,74,3,0,40.78,0.0
2023-11-02,android,Channel E,1769120303953937,CH,16437,27,3,0,27.78,0.0
2023-11-02,android,Channel E,1769120303953937,DE,268851,399,59,7,436.22,261.75
2023-11-02,android,Channel E,1769120303953937,FR,525,0,0,0,0.0,0.0
2023-11-02,android,Channel E,1769120303953937,IT,147,0,0,0,0.0,0.0
2023-11-02,android,Channel E,1769120303953937,NL,159,0,0,0,0.0,0.0
2023-11-02,android,Channel E,1769120303953937,US,26,245,0,0,0.0,0.0
2023-11-02,ios,Channel A,20367976937,US,100441,187,0,0,304.55,0.0
2023-11-02,ios,Channel A,20367976937,unknown,0,0,43,0,0.0,0.0
2023-11-02,ios,Channel B,6322411746015,unknown,0,0,1,0,0.0,0.0
2023-11-02,ios,Channel B,6328185982015,NL,64013,396,0,0,504.21,0.0
2023-11-02,ios,Channel B,6492364605815,AT,14023,32,0,0,78.64,0.0
2023-11-02,ios,Channel B,6492364605815,CH,23996,64,0,0,224.11,0.0
2023-11-02,ios,Channel B,6492364605815,DE,74870,248,0,0,529.05,0.0
2023-11-02,ios,Channel B,6519038436815,AT,14005,46,1,0,76.62,0.0
2023-11-02,ios,Channel B,6519038436815,CH,20552,70,0,0,201.42,0.0
2023-11-02,ios,Channel B,6519038436815,DE,75761,319,1,1,526.4,50.32
2023-11-02,ios,Channel B,6519038436815,unknown,0,0,70,10,0.0,424.25
2023-11-02,ios,Channel C,1023512996,DE,0,0,1,0,0.0,0.0
2023-11-02,ios,Channel C,1023512996,FR,0,0,1,0,0.0,0.0
2023-11-02,ios,Channel C,1023512996,IT,2009,276,160,12,187.99,226.18
2023-11-02,ios,Channel C,1023540194,NL,31,5,3,0,10.59,0.0
2023-11-02,ios,Channel C,1023567379,CH,316,96,59,8,155.09,400.11
2023-11-02,ios,Channel C,1023567379,FR,0,0,1,0,0.0,0.0
2023-11-02,ios,Channel C,1023567379,IT,0,0,1,1,0.0,84.21
2023-11-02,ios,Channel C,1023570237,AT,197,4,2,0,4.11,0.0
2023-11-02,ios,Channel C,1023570237,DE,332,11,8,0,16.65,0.0
2023-11-02,ios,Channel C,1023584091,CH,0,0,2,0,0.0,0.0
2023-11-02,ios,Channel C,1023584091,IT,733,248,156,10,95.67,223.2
2023-11-02,ios,Channel C,1023584319,CH,18,0,0,0,0.0,0.0
2023-11-02,ios,Channel C,1023585396,US,3579,148,59,5,307.72,113.19
2023-11-02,ios,Channel C,1023636270,FR,1655,220,128,6,248.0,180.19
2023-11-02,ios,Channel C,1023636270,US,0,0,1,0,0.0,0.0
2023-11-02,ios,Channel C,1023636271,NL,137,10,2,0,9.51,0.0
2023-11-02,ios,Channel C,1023648253,FR,866,184,118,8,165.55,220.35
2023-11-02,ios,Channel C,1023655231,US,219,86,36,8,113.8,207.53
2023-11-02,ios,Channel C,1023678230,AT,2,1,1,0,0.48,0.0
2023-11-02,ios,Channel C,1023678230,DE,154,40,26,1,50.98,50.65
2023-11-02,ios,Channel C,1023736184,NL,102,34,22,4,23.58,109.76
2023-11-02,ios,Channel C,1023835841,AT,157,99,55,4,282.08,150.75
2023-11-02,ios,Channel C,1023835841,CH,0,0,1,1,0.0,50.06
2023-11-02,ios,Channel C,1023835841,DE,1182,558,380,55,484.45,1926.92
2023-11-02,ios,Channel C,1023835841,FR,0,0,2,0,0.0,0.0
2023-11-02,ios,Channel C,1023835841,NL,0,0,1,0,0.0,0.0
2023-11-02,ios,Channel C,1256454484,US,573,34,12,1,42.7,18.86
2023-11-02,ios,Channel C,1410323193,FR,64,15,7,0,9.55,0.0
2023-11-02,ios,Channel C,1410804754,NL,0,0,1,0,0.0,0.0
2023-11-02,ios,Channel C,1410804754,US,136,10,1,0,29.58,0.0
2023-11-02,ios,Channel C,1410949431,FR,143,28,17,1,30.7,19.99
2023-11-02,ios,Channel C,1411644825,US,14,6,1,0,10.85,0.0
2023-11-02,ios,Channel C,1412537821,AT,77,7,6,0,6.77,0.0
2023-11-02,ios,Channel C,1412537821,DE,1759,486,329,34,760.06,969.48
2023-11-02,ios,Channel C,1412537821,NL,0,0,1,0,0.0,0.0
2023-11-02,ios,Channel C,1412537821,US,0,0,3,0,0.0,0.0
2023-11-02,ios,Channel E,1781473491755026,AT,4642,19,1,0,0.0,0.0
2023-11-02,ios,Channel E,1781473491755026,CH,2871,8,3,0,0.0,0.0
2023-11-02,ios,Channel E,1781473491755026,DE,8903,24,2,1,0.0,25.06
2023-11-02,ios,Channel E,1781473491755026,FR,9,0,0,0,0.0,0.0
2023-11-02,ios,Channel E,1781473491755026,IT,3,0,0,0,0.0,0.0
2023-11-02,ios,Channel E,1781473491755026,NL,7,0,0,0,0.0,0.0
2023-11-02,ios,Channel E,1781473491755026,US,1,14,0,0,0.0,0.0
2023-11-03,android,Channel A,12347578214,FR,63395,947,421,20,613.85,519.45
2023-11-03,android,Channel A,12347578214,NL,0,0,1,0,0.0,0.0
2023-11-03,android,Channel A,12579890294,NL,17696,294,116,8,207.68,260.31
2023-11-03,android,Channel A,12581196474,FR,0,0,2,2,0.0,60.4
2023-11-03,android,Channel A,12581196474,IT,0,0,1,0,0.0,0.0
2023-11-03,android,Channel A,12733473590,AT,10112,183,85,6,234.96,155.87
2023-11-03,android,Channel A,12733473590,DE,0,0,1,0,0.0,0.0
2023-11-03,android,Channel A,12804450204,DE,3917,499,0,0,107.51,0.0
2023-11-03,android,Channel A,13570876685,DE,59007,1250,585,57,1203.89,1776.51
2023-11-03,android,Channel A,13570876685,NL,0,0,1,0,0.0,0.0
2023-11-03,android,Channel A,20676600717,CH,3742,65,34,3,114.79,205.36
2023-11-03,android,Channel B,6154573222815,AT,183,0,0,0,2.59,0.0
2023-11-03,android,Channel B,6154573222815,CH,53,0,0,0,1.85,0.0
2023-11-03,android,Channel B,6154573222815,DE,971,3,2,0,20.79,0.0
2023-11-03,android,Channel B,6318246682215,US,3630,25,9,1,47.05,37.57
2023-11-03,android,Channel B,6349421515615,AT,32097,102,44,3,145.3,81.61
2023-11-03,android,Channel B,6349421515615,CH,5510,21,11,1,43.71,81.95
2023-11-03,android,Channel B,6349421515615,DE,130306,520,255,11,881.6,310.01
2023-11-03,android,Channel B,6411365672615,US,1448,6,3,2,15.34,56.35
2023-11-03,android,Channel B,6492364605815,CH,0,0,1,0,0.0,0.0
2023-11-03,android,Channel B,6519038436815,DE,0,0,2,0,0.0,0.0
2023-11-03,android,Channel D,funnelplus,DE,0,0,0,0,6.18,0.0
2023-11-03,android,Channel D,melanie_et_ses_garcons,FR,0,0,0,0,706.07,0.0
2023-11-03,android,Channel E,1763164645253137,AT,12052,92,10,0,12.89,0.0
2023-11-03,android,Channel E,1763164645253137,CH,1695,10,3,0,2.66,0.0
2023-11-03,android,Channel E,1763164645253137,DE,44640,381,24,0,64.94,0.0
2023-11-03,android,Channel E,1763164645253137,FR,64,1,0,0,0.0,0.0
2023-11-03,android,Channel E,1763164645253137,IT,70,0,0,0,0.0,0.0
2023-11-03,android,Channel E,1763164645253137,NL,25,0,0,0,0.0,0.0
2023-11-03,android,Channel E,1763164645253137,US,8,187,0,0,0.0,0.0
2023-11-03,android,Channel E,1769120303953937,AT,33347,46,9,1,50.0,24.99
2023-11-03,android,Channel E,1769120303953937,CH,16420,24,4,0,33.87,0.0
2023-11-03,android,Channel E,1769120303953937,DE,203710,219,41,2,419.13,86.16
2023-11-03,android,Channel E,1769120303953937,FR,484,0,0,0,0.0,0.0
2023-11-03,android,Channel E,1769120303953937,IT,152,0,0,0,0.0,0.0
2023-11-03,android,Channel E,1769120303953937,NL,136,0,0,0,0.0,0.0
2023-11-03,android,Channel E,1769120303953937,US,17,195,0,0,0.0,0.0
2023-11-03,ios,Channel A,20367976937,US,161422,235,0,0,455.68,0.0
2023-11-03,ios,Channel A,20367976937,unknown,0,0,57,0,0.0,0.0
2023-11-03,ios,Channel A,20484331173,unknown,0,0,1,0,0.0,0.0
2023-11-03,ios,Channel B,6322411746015,unknown,0,0,3,0,0.0,0.0
2023-11-03,ios,Channel B,6328185982015,NL,78007,388,0,0,508.41,0.0
2023-11-03,ios,Channel B,6492364605815,AT,18425,37,0,0,80.96,0.0
2023-11-03,ios,Channel B,6492364605815,CH,23785,59,0,0,175.15,0.0
2023-11-03,ios,Channel B,6492364605815,DE,117911,290,0,0,567.76,0.0
2023-11-03,ios,Channel B,6519038436815,AT,15514,44,0,0,72.23,0.0
2023-11-03,ios,Channel B,6519038436815,CH,18334,64,0,0,160.77,0.0
2023-11-03,ios,Channel B,6519038436815,DE,99625,373,0,0,565.73,0.0
2023-11-03,ios,Channel B,6519038436815,unknown,0,0,52,2,0.0,117.3
2023-11-03,ios,Channel C,1023512996,FR,0,0,2,0,0.0,0.0
2023-11-03,ios,Channel C,1023512996,IT,1778,234,132,8,159.69,145.7
2023-11-03,ios,Channel C,1023540194,NL,23,2,1,0,4.19,0.0
2023-11-03,ios,Channel C,1023567379,CH,253,63,38,6,98.8,223.82
2023-11-03,ios,Channel C,1023567379,DE,0,0,1,0,0.0,0.0
2023-11-03,ios,Channel C,1023570237,AT,207,10,4,0,9.93,0.0
2023-11-03,ios,Channel C,1023570237,DE,306,21,10,1,28.64,50.42
2023-11-03,ios,Channel C,1023584091,FR,0,0,1,0,0.0,0.0
2023-11-03,ios,Channel C,1023584091,IT,607,209,123,7,86.44,110.57
2023-11-03,ios,Channel C,1023584319,CH,17,3,2,1,6.42,40.78
2023-11-03,ios,Channel C,1023585396,IT,0,0,1,0,0.0,0.0
2023-11-03,ios,Channel C,1023585396,US,1771,143,64,4,309.7,112.71
2023-11-03,ios,Channel C,1023636270,FR,1352,171,97,9,184.99,271.31
2023-11-03,ios,Channel C,1023636271,NL,185,6,3,0,5.52,0.0
2023-11-03,ios,Channel C,1023648253,FR,867,174,104,8,143.42,170.93
2023-11-03,ios,Channel C,1023655231,US,215,73,31,7,95.42,206.63
2023-11-03,ios,Channel C,1023678230,AT,2,0,0,0,0.0,0.0
2023-11-03,ios,Channel C,1023678230,DE,107,29,20,1,42.53,24.99
2023-11-03,ios,Channel C,1023736184,NL,101,38,22,3,24.07,80.11
2023-11-03,ios,Channel C,1023835841,AT,166,86,58,7,232.11,230.71
2023-11-03,ios,Channel C,1023835841,DE,1347,668,426,59,536.09,1824.67
2023-11-03,ios,Channel C,1023835841,IT,0,0,2,0,0.0,0.0
2023-11-03,ios,Channel C,1023835841,US,0,0,1,0,0.0,0.0
2023-11-03,ios,Channel C,1256454484,US,534,26,9,0,35.27,0.0
2023-11-03,ios,Channel C,1410323193,FR,77,23,7,2,13.09,40.12
2023-11-03,ios,Channel C,1410804754,US,85,9,2,0,24.65,0.0
2023-11-03,ios,Channel C,1410949431,FR,95,9,6,0,10.35,0.0
2023-11-03,ios,Channel C,1411644825,US,13,11,2,0,21.41,0.0
2023-11-03,ios,Channel C,1412537821,AT,45,7,6,0,10.65,0.0
2023-11-03,ios,Channel C,1412537821,DE,1453,379,250,24,677.96,803.47
2023-11-03,ios,Channel C,1412537821,NL,0,0,1,0,0.0,0.0
2023-11-03,ios,Channel C,1412537821,US,0,0,1,0,0.0,0.0
2023-11-03,ios,Channel E,1781473491755026,AT,12928,45,7,0,0.0,0.0
2023-11-03,ios,Channel E,1781473491755026,CH,3862,14,2,0,0.0,0.0
2023-11-03,ios,Channel E,1781473491755026,DE,13233,43,1,0,0.0,0.0
2023-11-03,ios,Channel E,1781473491755026,FR,9,0,0,0,0.0,0.0
2023-11-03,ios,Channel E,1781473491755026,IT,3,0,0,0,0.0,0.0
2023-11-03,ios,Channel E,1781473491755026,NL,4,0,0,0,0.0,0.0
2023-11-03,ios,Channel E,1781473491755026,US,3,48,0,0,0.0,0.0
2023-11-04,android,Channel A,12347578214,CH,0,0,1,0,0.0,0.0
2023-11-04,android,Channel A,12347578214,FR,72083,1195,510,32,807.54,880.63
2023-11-04,android,Channel A,12579890294,NL,19800,309,112,4,244.57,119.91
2023-11-04,android,Channel A,12581196474,DE,0,0,1,0,0.0,0.0
2023-11-04,android,Channel A,12733473590,AT,8056,170,79,5,175.67,190.16
2023-11-04,android,Channel A,12804450204,DE,2967,325,0,0,98.87,0.0
2023-11-04,android,Channel A,13570876685,DE,61194,1277,616,54,1181.81,1508.57
2023-11-04,android,Channel A,13570876685,IT,0,0,1,0,0.0,0.0
2023-11-04,android,Channel A,20676600717,CH,3925,50,21,1,75.38,40.55
2023-11-04,android,Channel B,6154573222815,AT,158,0,0,0,2.8,0.0
2023-11-04,android,Channel B,6154573222815,CH,48,0,0,0,1.35,0.0
2023-11-04,android,Channel B,6154573222815,DE,852,3,2,0,18.59,0.0
2023-11-04,android,Channel B,6318246682215,US,3224,19,15,0,48.4,0.0
2023-11-04,android,Channel B,6349421515615,AT,24260,80,29,4,113.13,98.14
2023-11-04,android,Channel B,6349421515615,CH,6118,37,11,0,47.87,0.0
2023-11-04,android,Channel B,6349421515615,DE,136971,628,311,19,912.42,647.88
2023-11-04,android,Channel B,6411365672615,US,1479,8,7,1,15.82,18.63
2023-11-04,android,Channel B,6492364605815,AT,0,0,1,0,0.0,0.0
2023-11-04,android,Channel B,6519038436815,DE,0,0,4,0,0.0,0.0
2023-11-04,android,Channel D,funnelplus,DE,0,0,0,0,6.13,0.0
2023-11-04,android,Channel D,thb_mth,FR,0,0,0,0,500.15,0.0
2023-11-04,android,Channel E,1763164645253137,AT,8379,78,4,0,9.61,0.0
2023-11-04,android,Channel E,1763164645253137,CH,1986,12,0,0,3.1,0.0
2023-11-04,android,Channel E,1763164645253137,DE,46172,504,32,0,66.81,0.0
2023-11-04,android,Channel E,1763164645253137,FR,63,0,0,0,0.0,0.0
2023-11-04,android,Channel E,1763164645253137,IT,44,0,0,0,0.0,0.0
2023-11-04,android,Channel E,1763164645253137,NL,30,1,0,0,0.0,0.0
2023-11-04,android,Channel E,1763164645253137,US,6,186,0,0,0.0,0.0
2023-11-04,android,Channel E,1769120303953937,AT,24196,26,9,1,41.44,25.0
2023-11-04,android,Channel E,1769120303953937,CH,15859,23,6,3,42.03,130.18
2023-11-04,android,Channel E,1769120303953937,DE,175833,225,44,4,413.54,115.76
2023-11-04,android,Channel E,1769120303953937,FR,312,1,0,0,0.0,0.0
2023-11-04,android,Channel E,1769120303953937,IT,97,0,0,0,0.0,0.0
2023-11-04,android,Channel E,1769120303953937,NL,124,0,0,0,0.0,0.0
2023-11-04,android,Channel E,1769120303953937,US,23,177,0,0,0.0,0.0
2023-11-04,ios,Channel A,20367976937,US,234695,194,0,0,388.01,0.0
2023-11-04,ios,Channel A,20367976937,unknown,0,0,63,1,0.0,15.86
2023-11-04,ios,Channel B,6322411746015,unknown,0,0,1,0,0.0,0.0
2023-11-04,ios,Channel B,6328185982015,NL,70188,388,0,0,508.88,0.0
2023-11-04,ios,Channel B,6492364605815,AT,12864,51,0,0,76.23,0.0
2023-11-04,ios,Channel B,6492364605815,CH,18601,61,0,0,164.96,0.0
2023-11-04,ios,Channel B,6492364605815,DE,79547,294,0,0,600.89,0.0
2023-11-04,ios,Channel B,6519038436815,AT,13139,43,0,0,70.94,0.0
2023-11-04,ios,Channel B,6519038436815,CH,15489,71,0,0,138.35,0.0
2023-11-04,ios,Channel B,6519038436815,DE,86255,413,0,0,601.56,0.0
2023-11-04,ios,Channel B,6519038436815,unknown,0,0,55,2,0.0,46.63
2023-11-04,ios,Channel C,1023512996,IT,1521,197,115,5,134.96,89.98
2023-11-04,ios,Channel C,1023512996,US,0,0,1,0,0.0,0.0
2023-11-04,ios,Channel C,1023540194,NL,23,0,0,0,0.0,0.0
2023-11-04,ios,Channel C,1023567379,AT,0,0,1,0,0.0,0.0
2023-11-04,ios,Channel C,1023567379,CH,269,98,52,7,156.8,283.2
2023-11-04,ios,Channel C,1023570237,AT,236,8,1,0,8.61,0.0
2023-11-04,ios,Channel C,1023570237,DE,367,11,6,2,12.65,61.06
2023-11-04,ios,Channel C,1023584091,IT,519,186,103,7,73.85,168.37
2023-11-04,ios,Channel C,1023584319,CH,25,1,1,0,1.46,0.0
2023-11-04,ios,Channel C,1023585396,US,1788,142,65,5,305.35,149.03
2023-11-04,ios,Channel C,1023636270,FR,1450,164,76,7,190.53,212.19
2023-11-04,ios,Channel C,1023636271,NL,163,0,0,0,0.0,0.0
2023-11-04,ios,Channel C,1023648253,FR,449,134,90,12,117.22,323.09
2023-11-04,ios,Channel C,1023648253,IT,0,0,2,1,0.0,40.0
2023-11-04,ios,Channel C,1023655231,DE,0,0,2,0,0.0,0.0
2023-11-04,ios,Channel C,1023655231,NL,0,0,1,0,0.0,0.0
2023-11-04,ios,Channel C,1023655231,US,203,68,26,4,97.39,83.82
2023-11-04,ios,Channel C,1023678230,DE,117,33,21,3,45.38,79.99
2023-11-04,ios,Channel C,1023736184,DE,0,0,1,0,0.0,0.0
2023-11-04,ios,Channel C,1023736184,NL,87,34,17,2,21.25,39.99
2023-11-04,ios,Channel C,1023835841,AT,148,82,50,6,224.27,235.01
2023-11-04,ios,Channel C,1023835841,DE,1356,668,420,50,542.57,1754.09
2023-11-04,ios,Channel C,1023835841,IT,0,0,1,0,0.0,0.0
2023-11-04,ios,Channel C,1023835841,NL,0,0,1,0,0.0,0.0
2023-11-04,ios,Channel C,1256454484,US,390,11,4,0,14.92,0.0
2023-11-04,ios,Channel C,1293603951,DE,0,0,1,0,0.0,0.0
2023-11-04,ios,Channel C,1293603951,US,0,0,2,0,0.0,0.0
2023-11-04,ios,Channel C,1410323193,FR,56,20,10,0,9.83,0.0
2023-11-04,ios,Channel C,1410804754,US,89,4,2,0,10.64,0.0
2023-11-04,ios,Channel C,1410949431,FR,124,24,12,2,26.55,60.0
2023-11-04,ios,Channel C,1411644825,DE,0,0,1,0,0.0,0.0
2023-11-04,ios,Channel C,1411644825,US,14,5,1,0,9.35,0.0
2023-11-04,ios,Channel C,1412537821,AT,46,7,7,1,8.35,30.0
